Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.00767697, 0.00566061, 0.00201488, 0.000118858, 2716, 45335, 4968
0.00813826, 0.00498895, 0.00314779, 0.000116972, 2764, 45598, 4374
0.0125516, 0.0101976, 0.00235203, 0.000230582, 2708, 45565, 4725
0.00789319, 0.00444745, 0.00344356, 0.000106923, 2746, 43075, 3699
0.0227445, 0.0201943, 0.00254832, 0.000123408, 2695, 44239, 4509
0.0076777, 0.00422313, 0.0034525, 9.1737e-05, 2637, 37291, 3537
0.00852666, 0.00611722, 0.00240788, 0.000127663, 2764, 47965, 4563
0.00745218, 0.00498454, 0.00246593, 9.7435e-05, 2735, 39896, 3834
0.0179109, 0.00986012, 0.00804891, 0.000108076, 2728, 42910, 4104
0.012644, 0.010237, 0.00240463, 0.000114323, 2757, 44086, 4050
0.00938788, 0.00602475, 0.00336044, 0.000116645, 2822, 45239, 4077
0.0074749, 0.00492039, 0.00255183, 0.000102633, 2714, 44002, 3807
0.0101911, 0.00788663, 0.00230248, 0.00012591, 2725, 43948, 4428
0.0100575, 0.00487323, 0.00518211, 0.000126552, 2665, 44700, 4374
0.0181685, 0.0068933, 0.0112735, 0.0016376, 2668, 42192, 3996
0.00667107, 0.00425693, 0.0024124, 0.000126748, 2682, 43110, 5265
0.00966411, 0.00655089, 0.00311164, 0.000186462, 2723, 43457, 5724
0.0232652, 0.0106916, 0.0125711, 0.000125736, 2734, 45253, 4266
0.0177795, 0.00879927, 0.00897893, 0.000178791, 2749, 44717, 6642
0.0116461, 0.00824085, 0.00340314, 0.00103303, 2836, 44918, 4320
0.00842245, 0.00585488, 0.00256634, 0.000121054, 2761, 46500, 4509
0.00756216, 0.00502461, 0.00253518, 0.00010744, 2764, 44700, 4023
0.00989199, 0.00630545, 0.00358484, 0.000694394, 2728, 45144, 3888
0.009085, 0.00679934, 0.00228367, 0.000113902, 2752, 45356, 4320
0.00954115, 0.00606346, 0.0034751, 0.000186106, 2694, 46701, 5049
0.0104412, 0.00804587, 0.00239374, 9.7216e-05, 2764, 45832, 3888
0.00645935, 0.00442299, 0.00203436, 9.6651e-05, 2719, 45444, 4050
0.00771034, 0.00511895, 0.00258963, 0.000124009, 2753, 44733, 4374
0.0111763, 0.00758504, 0.00358814, 0.000135334, 2737, 43483, 4833
0.00798129, 0.00422987, 0.00374923, 0.000123867, 2701, 44337, 4914
0.00906008, 0.0060217, 0.00303632, 0.000230315, 2716, 43354, 4617
0.0107059, 0.00432636, 0.00637781, 0.000136052, 2687, 41973, 5211
0.00957091, 0.00683853, 0.00273039, 0.000127287, 2716, 43676, 4887
0.00860631, 0.00590768, 0.0026967, 0.000148062, 2710, 45940, 4455
0.00903524, 0.00643618, 0.00259651, 0.00018285, 2727, 45032, 3834
0.00758832, 0.00522273, 0.00236341, 0.000102512, 2716, 44676, 4023
0.0128458, 0.00769458, 0.00514913, 0.000108861, 2748, 45042, 3888
0.0116329, 0.00512215, 0.00650854, 0.000661124, 2734, 45441, 4212
0.0118307, 0.00516428, 0.00666489, 0.00011159, 2774, 45366, 4104
0.00778852, 0.00497765, 0.00280881, 0.000100918, 2696, 43203, 3726
0.00699078, 0.00441064, 0.00257868, 0.000103497, 2701, 41544, 3726
0.0193428, 0.00463761, 0.0147029, 0.0024298, 2751, 42579, 3672
0.00604343, 0.00400139, 0.00204069, 0.000106179, 2810, 43265, 4023
0.00905955, 0.00494503, 0.00411184, 0.000109149, 2773, 43993, 3510
0.010548, 0.00593803, 0.00460794, 0.000431779, 2812, 45413, 4671
0.0070951, 0.00436885, 0.00272427, 0.000102276, 2768, 44920, 3780
0.0119982, 0.00976182, 0.00223479, 0.00012014, 2779, 45811, 4374
0.0126028, 0.00527939, 0.00732006, 0.000129603, 2798, 44515, 5562
0.00748606, 0.00517711, 0.00230679, 0.000125547, 2749, 46303, 5238
0.00959942, 0.00633147, 0.0032654, 0.000109563, 2807, 46651, 4050
0.0102554, 0.00584079, 0.00441273, 0.000125162, 2704, 45133, 4293
0.00710517, 0.00466898, 0.0024342, 0.000111466, 2729, 46263, 4455
0.0140754, 0.00965408, 0.00441972, 0.000116066, 2726, 45314, 4617
0.00927627, 0.00558016, 0.00369394, 0.000134855, 2757, 43834, 4860
0.00964533, 0.00604786, 0.00359535, 0.000224286, 2709, 44490, 4563
0.0100513, 0.00654773, 0.00350098, 0.00022473, 2711, 43335, 6858
0.0101083, 0.00736683, 0.00273977, 0.000100787, 2694, 42920, 4131
0.00728528, 0.00521772, 0.00206564, 0.000117704, 2715, 40588, 4266
0.0116978, 0.00929214, 0.00240345, 0.000126882, 2777, 44518, 3888
0.0118389, 0.005086, 0.00675113, 0.000148242, 2786, 45066, 4266
0.00873082, 0.00492216, 0.00380685, 0.00012987, 2846, 47091, 4455
0.00895102, 0.00603671, 0.00291253, 0.000109427, 2800, 44396, 3591
0.0155479, 0.0122352, 0.00331067, 0.000122187, 2705, 43348, 4644
0.00928314, 0.00680304, 0.00247698, 0.000113815, 2656, 44672, 3942
0.0118934, 0.00575182, 0.00614019, 0.000125935, 2723, 44763, 4833
0.00685576, 0.00433022, 0.0025234, 0.000147673, 2619, 42014, 6885
0.0172769, 0.00771395, 0.00956088, 0.000118349, 2747, 44394, 4131
0.0122556, 0.00571113, 0.00654207, 0.000194995, 2703, 43818, 3834
0.028607, 0.0209035, 0.00770134, 0.000108097, 2759, 44464, 4077
0.0157068, 0.0128379, 0.00286692, 0.000105071, 2766, 44929, 3807
0.0177855, 0.0154951, 0.00228817, 0.00012914, 2736, 43818, 4752
0.0105072, 0.00665617, 0.00384841, 0.000138206, 2763, 44000, 4185
0.0127428, 0.00985801, 0.00288273, 0.000125595, 2744, 46291, 4887
0.0070554, 0.00483495, 0.0022185, 0.000115009, 2693, 46249, 4428
0.00747172, 0.00415048, 0.00331897, 0.00014425, 2746, 45262, 5589
0.0154438, 0.0105929, 0.00484847, 0.000108067, 2683, 45136, 3861
0.00832368, 0.0059189, 0.00240295, 0.000106652, 2779, 45470, 4158
0.0083072, 0.00501381, 0.0032912, 0.000149606, 2694, 44274, 4806
0.00744852, 0.00445434, 0.00299254, 0.000147383, 2770, 45618, 5130
0.00717186, 0.00472474, 0.00244536, 0.000112246, 2646, 44987, 4293
0.0074642, 0.00499347, 0.00246868, 0.000101079, 2699, 42211, 3915
0.00843435, 0.00582777, 0.00260457, 0.000107213, 2693, 41904, 3942
0.0114508, 0.00687039, 0.00457833, 0.00258229, 2677, 44379, 4887
0.0103693, 0.00825798, 0.00210918, 9.2369e-05, 2752, 45548, 3591
0.0117615, 0.00431887, 0.00744016, 0.000145087, 2655, 44575, 4617
0.0114295, 0.00443441, 0.00699194, 0.000122716, 2705, 44709, 4239
0.0178139, 0.0155691, 0.00224308, 9.1239e-05, 2705, 45643, 3294
0.00578167, 0.00403934, 0.00173937, 0.00010737, 2671, 40957, 4536
0.0128723, 0.0107758, 0.00209478, 0.000106958, 2725, 46640, 4428
0.014372, 0.00933011, 0.00504056, 9.7401e-05, 2706, 40800, 3699
0.00747279, 0.0052804, 0.00219053, 0.000123308, 2701, 41557, 4617
0.0212735, 0.0137697, 0.00750241, 0.00214977, 2775, 42369, 3402
0.00645649, 0.00414565, 0.00230868, 0.000101069, 2732, 42808, 3591
0.00700418, 0.00485213, 0.00214998, 9.0663e-05, 2789, 44781, 3564
0.0134691, 0.00483479, 0.00863202, 0.000122733, 2778, 45571, 5319
0.00924962, 0.00600401, 0.00324357, 0.000440708, 2785, 44751, 3888
0.0110686, 0.00530889, 0.00575677, 0.000114549, 2787, 45403, 4347
0.0124409, 0.00839305, 0.00404532, 0.000107878, 2774, 46286, 4023
0.0144428, 0.0092252, 0.00521541, 0.00294553, 2784, 46219, 4833
0.0191036, 0.00800429, 0.0110966, 0.0026959, 2708, 46002, 5130
0.010978, 0.00675485, 0.0042207, 0.000120302, 2752, 45871, 4185
0.0132349, 0.0112447, 0.00198859, 0.000113212, 2699, 45538, 4914
0.0248287, 0.0226869, 0.00213944, 0.00011973, 2717, 42606, 4806
0.00773435, 0.00532421, 0.002408, 0.000116356, 2688, 45564, 4077
0.0116118, 0.00648096, 0.00512895, 0.000115926, 2715, 41930, 4185
0.0106198, 0.0042394, 0.00637922, 0.000117293, 2712, 43176, 4104
0.0189026, 0.0114254, 0.00747483, 0.000115435, 2732, 40384, 4158
0.0139997, 0.0119763, 0.00202094, 0.000113111, 2759, 44492, 3996
0.0175287, 0.0155387, 0.00198822, 9.8943e-05, 2817, 45029, 3861
0.0151442, 0.0130268, 0.00211521, 0.000113631, 2685, 45064, 3591
0.0203394, 0.0127561, 0.00758076, 0.000121905, 2785, 44191, 4536
0.00917072, 0.0069227, 0.00224518, 0.000118845, 2749, 44120, 4185
0.0127426, 0.00989985, 0.00284056, 0.000119009, 2667, 44320, 4158
0.00789237, 0.00482744, 0.00306231, 0.000132693, 2640, 44590, 4995
0.00724388, 0.00413262, 0.00310969, 0.000124672, 2660, 41318, 4698
0.00949442, 0.00468017, 0.00481234, 0.000120445, 2691, 45183, 4590
0.0131483, 0.00807192, 0.00507413, 0.000131386, 2771, 45602, 4671
0.00943237, 0.00599898, 0.00343158, 0.000111558, 2816, 44463, 4455
0.0173306, 0.0115568, 0.00577118, 0.000136404, 2772, 45838, 4455
0.0096524, 0.00623249, 0.00341745, 0.000120741, 2777, 44918, 4212
0.0100163, 0.00574256, 0.00427085, 0.000175013, 2733, 45518, 4401
0.00887975, 0.00575005, 0.00312784, 0.000118587, 2788, 47021, 3888
0.0132391, 0.0104936, 0.00274316, 0.00010616, 2673, 45444, 3915
0.0128367, 0.0100383, 0.00279634, 0.000115233, 2731, 44749, 4131
0.0081028, 0.00560491, 0.00249548, 0.000169719, 2680, 44289, 3915
0.00964321, 0.00738299, 0.00225834, 0.000122005, 2771, 45525, 4239
0.0153525, 0.00944818, 0.00590215, 0.000160368, 2737, 44895, 5724
0.0158499, 0.00787906, 0.00796827, 0.000119578, 2724, 44358, 4536
0.0218762, 0.00607466, 0.0157996, 0.000503498, 2708, 45561, 4536
0.007037, 0.00490616, 0.00212847, 0.000151176, 2711, 43451, 5427
0.0115561, 0.00934173, 0.00221233, 0.000143016, 2683, 42606, 3807
0.00856184, 0.00654252, 0.00201727, 0.000110327, 2704, 44736, 4563
0.0353973, 0.00953308, 0.0258623, 0.000124237, 2662, 44505, 4428
0.0144328, 0.00650514, 0.00792522, 0.000118213, 2690, 43685, 3969
0.0102045, 0.00648796, 0.00371392, 0.000118396, 2762, 45686, 4266
0.0103773, 0.00778716, 0.00258798, 0.000100452, 2729, 44557, 3159
0.0169786, 0.0118441, 0.005133, 0.000136991, 2666, 42542, 4401
0.0142518, 0.00788727, 0.00636195, 0.000130632, 2730, 42056, 4995
0.00650464, 0.00405, 0.00245309, 0.000126166, 2675, 41025, 4023
0.0105426, 0.00421408, 0.00632598, 0.000122517, 2774, 41968, 4401
0.0129128, 0.0107826, 0.00212846, 0.000117075, 2824, 45934, 4482
0.0152722, 0.0107935, 0.00447642, 0.000107732, 2791, 46038, 3969
0.00958139, 0.00755283, 0.00202691, 9.4877e-05, 2752, 44951, 3888
0.0198145, 0.0175195, 0.00229308, 0.000123492, 2823, 45929, 4698
0.00795875, 0.00468843, 0.00326882, 0.000129604, 2744, 45786, 5292
0.0253676, 0.0154967, 0.0098685, 0.000119566, 2807, 44920, 4239
0.00999051, 0.00570918, 0.00427932, 0.000157633, 2716, 44102, 3861
0.0186567, 0.0165256, 0.00212941, 0.000104615, 2797, 45880, 4023
0.0115871, 0.00492916, 0.00665599, 0.00203094, 2708, 45699, 4752
0.0229887, 0.0198175, 0.003169, 0.000354626, 2757, 43928, 3888
0.0168679, 0.0113231, 0.00554317, 0.0034031, 2714, 44204, 4158
0.0246489, 0.0226629, 0.00198434, 9.4354e-05, 2699, 41839, 3402
0.0172266, 0.0087334, 0.00849135, 0.000112008, 2711, 42955, 3726
0.00685762, 0.00488685, 0.00196894, 0.00010565, 2728, 40088, 4158
0.0250939, 0.00756898, 0.0174175, 0.000142747, 2741, 45816, 4833
0.0274134, 0.0152485, 0.0121621, 0.000175897, 2789, 44297, 4347
0.00816303, 0.00481707, 0.00334333, 0.000126785, 2780, 44322, 4698
0.0173073, 0.0150025, 0.00230233, 0.000115505, 2749, 44754, 4347
0.0202924, 0.0132402, 0.00705041, 0.000107225, 2688, 43950, 4077
0.0185839, 0.00918594, 0.00939546, 0.00724889, 2727, 44784, 4914
0.00860401, 0.00498959, 0.00361285, 0.000122341, 2645, 43133, 4320
0.0220577, 0.0110989, 0.010957, 0.000161402, 2740, 42423, 5454
0.0178785, 0.00603426, 0.011842, 0.000119635, 2693, 41938, 4131
0.00920585, 0.00638546, 0.00281864, 0.000139778, 2803, 46330, 4428
0.00883645, 0.0056931, 0.00314117, 0.000121688, 2784, 44450, 4212
0.00782163, 0.00430428, 0.00351578, 0.000122233, 2782, 45625, 4374
0.0090376, 0.00599633, 0.0030388, 0.000120346, 2747, 43832, 4212
0.00921255, 0.00646918, 0.00274119, 0.00010868, 2766, 46142, 3564
0.0150961, 0.00474401, 0.0103498, 0.000114736, 2767, 46380, 3969
0.0160408, 0.00870711, 0.00733173, 0.000143138, 2691, 46275, 5535
0.00964583, 0.0073413, 0.00230206, 0.000107495, 2800, 45005, 3726
0.00856964, 0.00602217, 0.00254582, 0.000110229, 2699, 44861, 4104
0.00934491, 0.00591389, 0.00342896, 0.000679153, 2799, 45869, 4590
0.0136211, 0.00903181, 0.00458727, 0.000130744, 2724, 44303, 4266
0.0124136, 0.00930433, 0.00310688, 0.000116652, 2767, 44344, 3996
0.0101603, 0.00713093, 0.00302734, 0.000133683, 2681, 44693, 4239
0.0109044, 0.00595577, 0.00494605, 0.000111174, 2702, 45380, 3807
0.015738, 0.0123391, 0.00339701, 0.000139412, 2688, 41713, 5184
0.0256759, 0.018666, 0.00700772, 0.000162772, 2691, 43461, 6696
0.0292666, 0.0103547, 0.0189095, 0.000780101, 2734, 45403, 4509
0.00841975, 0.00588863, 0.00252881, 0.000122951, 2747, 44774, 3969
0.00842482, 0.00598195, 0.00244071, 0.000117945, 2728, 45425, 4401
0.0231221, 0.0147302, 0.00838999, 0.000124106, 2758, 44815, 4293
0.0187911, 0.0111051, 0.00706406, 0.000118386, 2687, 44277, 4023
0.0169795, 0.0125799, 0.00439768, 0.000142382, 2688, 42129, 4482
0.0220518, 0.016465, 0.00558492, 0.000116294, 2679, 41503, 3888
0.0102189, 0.00701376, 0.00320369, 0.00034755, 2815, 43018, 3429
0.00935434, 0.0059763, 0.00337584, 0.000125168, 2776, 44418, 3753
0.0126007, 0.005147, 0.00745195, 0.00031856, 2760, 43813, 4509
0.0132838, 0.00707797, 0.00620373, 0.000105085, 2779, 44823, 3564
0.0146163, 0.0086252, 0.00598856, 0.000107133, 2802, 45366, 3996
0.0186919, 0.0162784, 0.00241163, 0.000138641, 2802, 46481, 4779
0.0171666, 0.0115531, 0.00561102, 0.000121045, 2768, 44939, 4185
0.00717196, 0.00499549, 0.00217427, 0.000112294, 2797, 45261, 4293
0.00802817, 0.00566176, 0.00236395, 0.000115538, 2745, 45417, 4428
0.00889875, 0.006515, 0.00238172, 0.000215854, 2783, 45228, 3996
0.0130929, 0.0079154, 0.00517488, 0.000142697, 2702, 44566, 4806
0.00661738, 0.00429185, 0.00232334, 0.000129251, 2760, 43700, 4698
0.0192656, 0.00503102, 0.0142325, 0.000121866, 2713, 43865, 4671
0.0158375, 0.00789729, 0.00793754, 0.000153005, 2755, 42025, 5157
0.015821, 0.00416574, 0.0116533, 0.000122988, 2696, 43408, 4320
0.00840837, 0.00573216, 0.00267324, 0.000117114, 2708, 41340, 4023
0.00792587, 0.00524382, 0.00267959, 0.000124247, 2755, 46298, 4158
0.00719004, 0.00469679, 0.0024913, 0.000109597, 2786, 42582, 3753
0.00804329, 0.00579916, 0.00224195, 0.000119518, 2731, 44730, 4698
0.013717, 0.00438483, 0.00932968, 0.000115105, 2775, 44167, 3753
0.00734609, 0.0051836, 0.00216025, 0.000159866, 2697, 44935, 4995
0.00674631, 0.00445188, 0.00229241, 0.000114372, 2703, 43237, 4023
0.019588, 0.0132422, 0.00634265, 0.000121234, 2713, 44945, 4266
